"User-ID";"Location";"Age"
"165576";"landenberg, pennsylvania, usa";"22"
"165582";"potomac falls, virginia, usa";NULL
"165609";"hobart, indiana, usa";NULL
"165618";"pforzheim, baden-wuerttemberg, germany";NULL
"165619";"north charleston, south carolina, usa";NULL
"165654";"dubuque, iowa, usa";"27"
"165669";"kitchener, ontario, canada";"45"
"165697";"pittsburgh, pennsylvania, usa";"30"
"165713";"omaha, nebraska, usa";NULL
"165728";"round lake park, illinois, usa";"35"
"165743";"st. louis, missouri, usa";NULL
"165758";"st. catharines, ontario, canada";NULL
"165759";"crossville, tennessee, usa";"58"
"165763";"ft myers, florida, usa";NULL
"165769";"hoffman estates, illinois, usa";NULL
"165781";"port orchard, washington, usa";"66"
"165788";"san diego, california, usa";NULL
"165791";"oshawa, ontario, canada";"43"
"165806";"cardiff, wales, united kingdom";"57"
"165811";"east windsor, new jersey, usa";"50"
"165837";"san diego, california, usa";"32"
"165838";"woods hole, massachusetts, usa";"60"
"165840";"medford, new jersey, usa";NULL
"165866";"ashville, alabama, usa";"27"
"165879";"grove city, ohio, usa";"26"
"165884";"louisville, kentucky, usa";NULL
"165889";"denver, colorado, usa";"37"
"165914";"escondido, california, usa";NULL
"165932";"tokyo, tokyo-to, japan";NULL
"165977";"seneca, south carolina, usa";"17"
"165987";"banks, oregon, usa";"48"
"166017";"chicago, illinois, usa";"38"
"166023";"milford, new hampshire, usa";"48"
"166030";"st charles, illinois, usa";"33"
"166055";"clausthal-zellerfeld, niedersachsen, germany";"24"
"166065";"paris, ontario, canada";"57"
"166123";"cortez, colorado, usa";"32"
"166130";"jacksonville, arkansas, usa";"37"
"166141";"richmond, surrey, united kingdom";"34"
"166174";"canyon lake, texas, usa";"44"
"166220";"montreal, , canada";NULL
"166257";"xenia, ohio, usa";"26"
"166287";"haddonfield, new jersey, usa";NULL
"166291";"helsingborg, skåne, sweden";NULL
"166327";"tigard, ,";"66"
"166363";"nice, côte d`azur, france";"23"
"166373";"coos bay, oregon, usa";NULL
"166383";"richmond, ,";"38"
"166390";"seattle, washington, usa";NULL
"166391";"hanover, pennsylvania, usa";"60"
"166409";"richmond, virginia, usa";"63"
"166412";"honolulu, hawaii, usa";"28"
"166416";"como, lombardia, italy";"36"
"166432";"logroño, la rioja, spain";"24"
"166450";"loranzè, piemonte, italy";"22"
"166460";"carcavelos - lisboa, lisboa, portugal";"25"
"166492";"manassas, virginia, usa";"19"
"166534";"corbeil-essonnes, essonnes, france";"28"
"166540";"lansdale, pennsylvania, usa";NULL
"166546";"¨paris, ile de france, france";"53"
"166564";"santa monica, california, usa";"35"
"166569";"grove city, ohio, usa";NULL
"166581";"rogers, arkansas, usa";"70"
"166596";"greenwood, british columbia, canada";"57"
"166630";"bern, n/a, switzerland";"33"
"166637";"sioux falls, south dakota, usa";"54"
"166639";"lancaster, pennsylvania, usa";NULL
"166646";"redding, california, usa";"30"
"166670";"wallington, surrey, united kingdom";NULL
"166689";"freiburg, baden-wuerttemberg, germany";"40"
"166698";"clarendon hills, illinois, usa";"54"
"166719";"huntington beach, california, usa";"27"
"166753";"lawrenceville, georgia, usa";"34"
"166758";"brooklyn, new york, usa";NULL
"166761";"box hill, victoria, australia";"42"
"166767";"tel aviv, n/a, israel";NULL
"166772";"madrid, madrid, spain";"28"
"166775";"london, n/a, united kingdom";"30"
"166782";"toowoomba, queensland, australia";"68"
"166785";"rangsdorf, brandenburg, germany";"40"
"166813";"winchester, virginia, usa";NULL
"166815";"amherst, new york, usa";NULL
"166824";"nova, virginia, usa";NULL
"166825";"plainview, minnesota, usa";NULL
"166828";"nashua, new hampshire, usa";"29"
"166830";"ionia, michigan, usa";"24"
"166856";"catania, sicilia, italy";"44"
"166860";"paris, n/a, france";"49"
"166867";"rochester, minnesota, usa";NULL
"166876";"london, n/a, united kingdom";"35"
"166890";"toronto, ontario, canada";"23"
"166891";"los angeles, ,";NULL
"166892";"victoria, british columbia, canada";"38"
"166904";"london, ontario, canada";"21"
"166918";"orlando, florida, usa";"22"
"166922";"london, england, united kingdom";"26"
"166934";"dortmund, nordrhein-westfalen, germany";"51"
"166955";"almada, almada, portugal";"30"
"167012";"strasbourg, alsace, france";"44"
"167038";"kissimmee, florida, usa";NULL
"167052";"delft, zuid holland, netherlands";"29"
"167056";"sarasota (but ybor city has a better name), florida, usa";"21"
"167131";"tarrytown, new york, usa";"30"
"167147";"austin, texas, usa";NULL
"167166";"weyhe bei bremen, bremen, germany";"44"
"167176";"belleville, michigan, usa";NULL
"167189";"coburg, oregon, usa";"43"
"167211";"roma, lazio, italy";NULL
"167223";"west hollywood, california, usa";NULL
"167243";"tampere, pirkanmaa, finland";"22"
"167272";"fountain, colorado, usa";"57"
"167275";"madrid, madrid, spain";"32"
"167300";"chard, somerset, united kingdom";"35"
"167324";"n/a, florida, usa";"54"
"167326";"portland, maine, usa";NULL
"167327";"kaiserslautern, rheinland-pfalz, germany";"29"
"167349";"keller, texas, usa";"33"
"167374";"orleans, ontario, canada";NULL
"167375";"concord, california, usa";"33"
"167386";"mukilteo, washington, usa";"34"
"167389";"barneveld, new york, usa";"13"
"167402";"vigo, pontevedra, spain";"54"
"167403";"brisbane, queensland, australia";"31"
"167418";"cayce, south carolina, usa";"29"
"167436";"des moines, iowa, usa";"50"
"167438";"metz, lorraine, france";"19"
"167442";"victoria, british columbia, canada";"18"
"167443";"woodinville, washington, usa";NULL
"167455";"oakdale, california, usa";"39"
"167471";"milton, ontario, canada";"29"
"167478";"perth, western australia, australia";"28"
"167482";"belvidere, illinois, usa";NULL
"167484";"washington, dc, usa";"30"
"167492";"bochum-wattenscheid, nordrhein-westfalen, germany";"16"
"167494";"redwood city, california, usa";"20"
"167499";"denver, colorado, usa";"43"
"167507";"cardiff, wales, united kingdom";"21"
"167509";"melbourne, victoria, australia";"26"
"167511";"sydney, new south wales, australia";"27"
"167515";"jacksonville, florida, usa";NULL
"167517";"roma, lazio, italy";"25"
"167519";"porto, _, portugal";"18"
"167521";"lingfield, england, united kingdom";"23"
"167556";"west hollywood, california, usa";"33"
"167558";"sherwood, oregon, usa";"10"
"167562";"livermore, california, usa";NULL
"167587";"anaheim hills, ,";"22"
"167592";"houston, ,";NULL
"167600";"thunder bay, ontario, canada";NULL
"167611";"cleethorpes, england, united kingdom";"36"
"167614";"seattle, washington, usa";"46"
"167625";"cuyahoga falls, ohio, usa";"25"
"167644";"woodbranch, texas, usa";"25"
"167657";"wesley chapel, florida, usa";"62"
"167670";"genève, genève, switzerland";"30"
"167675";"devils lake, north dakota, usa";"40"
"167678";"belton, tx, usa";"35"
"167704";"commerce, michigan, usa";NULL
"167715";"westminster, colorado, usa";"34"
"167722";"grand prairie, texas, usa";"43"
"167746";"charlestown, massachusetts, usa";"32"
"167750";"são paulo, são paulo, brazil";"22"
"167756";"hamburg, hamburg, germany";"23"
"167759";"oakland, california, usa";NULL
"167761";"new york, new york, usa";"24"
"167768";"witten, nordrhein-westfalen, germany";"45"
"167779";"carol stream, illinois, usa";"23"
"167782";"orlando, florida, usa";"20"
"167790";"tulsa, ok, usa";NULL
"167794";"maidstone, england, united kingdom";"33"
"167800";"olive branch, mississippi, usa";"57"
"167812";"vancouver, washington, usa";"38"
"167813";"chicago, illinois, usa";"28"
"167844";"houston, texas, usa";"37"
"167847";"berlin, berlin, germany";"24"
"167851";"sechelt, british columbia, canada";"55"
"167856";"lytham st.annes, lancashire, united kingdom";"37"
"167865";"maple ridge, british columbia, canada";NULL
"167872";"lodève, languedoc-roussillon, france";"17"
"167892";"southaven, mississippi, usa";NULL
"167906";"aiea, hawaii, usa";"25"
"167925";"madrid, madrid, spain";"26"
"167930";"prospect, maine, usa";NULL
"167944";"buffalo, ,";NULL
"167945";"baxter, victoria, australia";"34"
"167987";"freiburg, baden-wuerttemberg, germany";"33"
"167998";"sherwood, oregon, usa";"10"
"168002";"ann arbor, michigan, usa";"24"
"168004";"cambridge, nebraska, usa";"55"
"168006";"missoula, montana, usa";"61"
"168008";"wentzville, missouri, usa";"54"
"168016";"lakewood, california, usa";"39"
"168029";"lexington, kentucky, usa";"15"
"168034";"fort worth, texas, usa";NULL
"168036";"tualatin, ,";NULL
"168047";"oxford, connecticut, usa";"28"
"168064";"fredericton, new brunswick, canada";NULL
"168079";"green town, california, usa";"29"
"168082";"darmstadt, hessen, germany";"29"
"168092";"lavalette, west virginia, usa";"36"
"168098";"cambridge, massachusetts, usa";NULL
"168102";"owings, maryland, usa";NULL
"168103";"clinton township, michigan, usa";"24"
"168106";"singapore, singapore,";NULL
"168129";"puteaux, hauts-de-seine, france";"22"
"168132";"middletown, maryland, usa";"37"
"168133";"northport, new york, usa";"51"
"168139";"philadelphia, pennsylvania, usa";NULL
"168144";"oceanside, california, usa";"46"
"168186";"weston, connecticut, usa";"44"
"168212";"san jose, california, usa";NULL
"168215";"glasgow, scotland, united kingdom";"23"
"168216";"calgary, alberta, canada";"47"
"168245";"delisle, saskatchewan, canada";"37"
"168254";"adrian, michigan, usa";NULL
"168275";"london, kentucky, usa";"21"
"168276";"schrattenthal, niederoesterreich, austria";"22"
"168280";"saint john, new brunswick, canada";NULL
"168307";"los gatos, california, usa";NULL
"168312";"glossop, england, united kingdom";"44"
"168317";"queens, new york, usa";NULL
"168327";"hamburg, hamburg, germany";"37"
"168332";"burford, ontario, canada";NULL
"168336";"prince george, british columbia, canada";NULL
"168337";"london, england, united kingdom";"43"
"168338";"los angeles, california, usa";"35"
"168346";"westmont, new jersey, usa";NULL
"168383";"miami, florida, usa";"17"
"168387";"frankston, victoria, australia";"32"
"168388";"victoria, ,";NULL
"168402";"windsor, ,";NULL
"168408";"north bennington, vermont, usa";"19"
"168413";"atlanta, georgia, usa";"26"
"168438";"pulaski, virginia, usa";NULL
"168456";"pasadena, texas, usa";NULL
"168463";"stevens point, wisconsin, usa";"46"
"168464";"antioch, illinois, usa";"11"
"168478";"berkeley springs, west virginia, usa";"53"
"168487";"sioux city, iowa, usa";"36"
"168499";"austin, texas, usa";NULL
"168500";"lancaster, pennsylvania, usa";"30"
"168520";"berlin, ,";NULL
"168545";"boise, idaho,";"31"
"168563";"easton, maryland, usa";"19"
"168573";"teaneck, new jersey, usa";NULL
"168590";"valladolid, valladolid, spain";"23"
"168615";"houston, texas, usa";"50"
"168622";"ottawa, ontario, canada";NULL
"168636";"cumming, georgia, usa";NULL
"168639";"new york, new york, usa";"62"
"168642";"seattle, washington, usa";"24"
"168646";"san francisco, california, usa";NULL
"168675";"warstein, nordrhein-westfalen, germany";"45"
"168677";"st. louis, missouri, usa";"57"
"168691";"durham, england, united kingdom";NULL
"168699";"san jose, california, usa";NULL
"168700";"lagrange, georgia, usa";NULL
"168705";"toronto, ontario, canada";"16"
"168714";"toronto, ontario, canada";"69"
"168719";"whittier, california, usa";"61"
"168736";"robina, queensland, australia";NULL
"168763";"beaverton, oregon, usa";NULL
"168793";"san diego, california, usa";"57"
"168802";"orlando, ,";NULL
"168804";"santa rosa, california, usa";"31"
"168805";"ridgway, colorado, usa";"54"
"168813";"st. louis, missouri, usa";"23"
"168815";"miami, florida, usa";NULL
"168816";"santa clara, california, usa";"35"
"168819";"milano, ,";"26"
"168841";"livermore, california, usa";NULL
"168861";"san fernando, cádiz, spain";"21"
"168877";"deltona, florida, usa";"48"
"168888";"rockville, maryland, usa";"32"
"168896";"puerto vallarta, jalisco, mexico";NULL
"168900";"rapid city, south dakota, usa";"39"
"168952";"mulberry, florida, usa";NULL
"168954";"manhattan, kansas, usa";"29"
"168971";"athabasca, alberta, canada";"49"
"168974";"melbourne, florida, usa";NULL
"168979";"bowie, maryland, usa";"25"
"168985";"san pedro, california, usa";NULL
"168999";"oshkosh, wisconsin, usa";"28"
"169006";"rothesay, new brunswick, canada";"27"
"169017";"aurora, colorado, usa";"59"
"169027";"reynoldsburg, ohio, usa";NULL
"169043";"baltimore, maryland, usa";NULL
"169054";"ashburn, virginia, usa";NULL
"169057";"westlake, ohio, usa";"50"
"169076";"bolingbrook, illinois, usa";"37"
"169101";"new york, new york, usa";NULL
"169111";"frankfort, kentucky, usa";NULL
"169130";"the dalles, oregon, usa";"54"
"169181";"trinity center, california, usa";"53"
"169192";"knoxville, tennessee, usa";"35"
"169214";"homosassa, florida, usa";"44"
"169223";"montréal, quebec, canada";"38"
"169233";"chicago, illinois, usa";"27"
"169243";"dayton, ohio, usa";"41"
"169249";"colorado springs, colorado, usa";"43"
"169255";"arlington, virginia, usa";NULL
"169268";"sainte-foy, ,";"40"
"169272";"fairfield, california, usa";"61"
"169282";"slidell, louisiana, usa";NULL
"169298";"casselberry, florida, usa";"32"
"169309";"east lansing, michigan, usa";NULL
"169310";"pekin, illinois, usa";NULL
"169321";"lausanne, n/a, switzerland";"24"
"169357";"sherrills ford, north carolina, usa";"64"
"169360";"great barrington, massachusetts,";"25"
"169371";"greer, south carolina, australia";"18"
"169379";"hollister, california, usa";NULL
"169380";"fairplay, colorado, usa";NULL
"169400";"grand junction, colorado, usa";NULL
"169403";"marietta, georgia, usa";"43"
"169406";"maadi, cairo governorate, egypt";"30"
"169438";"cozad, nebraska, usa";"39"
"169450";"sturgis, michigan, usa";"31"
"169451";"houston, texas, usa";"40"
"169457";"moline, ,";"24"
"169462";"charlotte, north carolina, usa";NULL
"169465";"baltimore, maryland, usa";"49"
"169476";"knightdale, north carolina, usa";"31"
"169492";"south berwick, maine, usa";"55"
"169496";"palo alto, ,";"68"
"169517";"oceano, california, usa";NULL
"169534";"silver spring, maryland, usa";"40"
"169558";"ottawa, ontario, canada";NULL
"169563";"sherwood park, alberta, canada";"29"
"169585";"san jose, california, usa";"49"
"169600";"lisboa, miraflores, portugal";"28"
"169615";"sydney, new south wales, australia";"45"
"169626";"mclean, virginia, usa";"53"
"169634";"saratoga springs, new york, usa";NULL
"169644";"tilburg, noord-brabant, netherlands";"41"
"169655";"fox creek, alberta, canada";"58"
"169663";"towson, maryland, usa";NULL
"169677";"monroe, michigan, usa";NULL
"169681";"cottage grove, minnesota, usa";"41"
"169682";"minneapolis, minnesota, usa";"26"
"169692";"edinburgh, scotland, united kingdom";"22"
"169699";"vadnais heights, minnesota, usa";"40"
"169722";"london, england, united kingdom";NULL
"169727";"shah alam, selangor, malaysia";"23"
"169728";"lisboa, n/a, portugal";"28"
"169735";"nisswa, minnesota, usa";NULL
"169754";"springfield, missouri, usa";NULL
"169755";"port-au-prince, n/a, haiti";"26"
"169770";"duncanville, texas, usa";NULL
"169779";"st. charles, missouri, usa";"36"
"169781";"portland, oregon, usa";"21"
"169784";"cincinnati, ohio, usa";"52"
"169821";"mobile, alabama, usa";"44"
"169824";"denver, california, usa";"35"
"169827";"cleveland, missouri, usa";"38"
"169843";"grand forks, british columbia, canada";NULL
"169859";"sydney, new south wales, australia";"23"
"169860";"boston, massachusetts, usa";"34"
"169870";"new york, new york, usa";NULL
"169877";"redondo beach, california, usa";NULL
"169880";"cleveland, ohio, usa";"38"
"169893";"*, virginia, usa";NULL
"169905";"brockton, massachusetts, usa";NULL
"169911";"gavà, barcelona, spain";"25"
"169913";"greenville, rhode island, usa";"42"
"169926";"seattle, washington, usa";"33"
"169934";"san bernardino, california, usa";"31"
"169955";"cupertino, california, usa";NULL
"169957";"rottenburg, baden-wuerttemberg, germany";"31"
"169964";"columbia, missouri, usa";"61"
"169979";"ferndale, washington, usa";"41"
"170011";"genova, liguria, italy";NULL
"170012";"jackson, georgia, usa";"37"
"170039";"madrid, madrid, spain";"29"
"170054";"ottawa, ,";NULL
"170064";"aachen, nordrhein-westfalen, germany";NULL
"170073";"aberdeen, scotland, united kingdom";NULL
"170077";"muskegon, michigan, usa";"58"
"170092";"rocksprings, texas, usa";NULL
"170118";"barcelona, barcelona, catalonia";"32"
"170128";"mainz, rheinland-pfalz, germany";"24"
"170133";"tyresö, storstockholm, sweden";"36"
"170151";"toronto, ontario, canada";NULL
"170154";"lisboa, lisboa, portugal";"31"
"170155";"toronto, ,";"40"
"170158";"strasbourg, alsace, france";"23"
"170164";"la ronge, saskatchewan, canada";"27"
"170169";"adelaide, south australia, australia";NULL
"170181";"hamburg, hamburg, germany";"32"
"170184";"melton mowbray, england, united kingdom";"51"
"170192";"hamburg, hamburg, germany";NULL
"170208";"detroit, ,";NULL
"170212";"descanso, california, usa";NULL
"170227";"stevenage, england, united kingdom";"33"
"170229";"chicago, illinois, usa";"56"
"170236";"glasgow, scotland, united kingdom";"35"
"170248";"campden, ontario, canada";NULL
"170252";"portland, oregon, usa";NULL
"170255";"belmont, massachusetts, usa";NULL
"170256";"vancouver, british columbia, canada";NULL
"170257";"olympia, washington, usa";"59"
"170260";"ft. collins, colorado, usa";NULL
"170264";"clinton township, michigan, usa";"23"
"170273";"gumpoldskirchen, niederoesterreich, austria";"32"
"170310";"dublin, leinster, ireland";NULL
"170314";"molins de rei, catalunya, spain";"33"
"170317";"braga, n/a, portugal";"36"
"170319";"vancouver, washington, usa";"69"
"170346";"livonia, louisiana, usa";"58"
"170368";"springfield, missouri, usa";"51"
"170372";"vancouver, british columbia, canada";NULL
"170377";"sharon, massachusetts, usa";NULL
"170379";"lakeland, florida, usa";NULL
"170385";"milwaukee, wisconsin, usa";"22"
"170401";"surrey, british columbia, canada";"54"
"170415";"tacoma, washington, usa";"30"
"170424";"albuquerque, new mexico, usa";NULL
"170434";"preston, connecticut, usa";NULL
"170441";"southampton, ontario, canada";NULL
"170449";"edmonton, alberta, canada";NULL
"170461";"flushing, new york, usa";NULL
"170469";"sydney, new south wales, australia";"24"
"170479";"dormagen, nordrhein-westfalen, germany";"37"
"170483";"hamburg, hamburg, germany";"27"
"170493";"denver, colorado, usa";NULL
"170497";"kassel, hessen, germany";NULL
"170499";"wadsworth, ohio, usa";"26"
"170509";"spokane, washington, usa";"32"
"170513";"butler, pennsylvania, usa";NULL
"170518";"gaithersburg, maryland, usa";"61"
"170519";"hood river, oregon, usa";"46"
"170522";"saskatoon, saskatchewan, canada";"48"
"170527";"cooper city, florida, usa";"40"
"170545";"franklin, wisconsin, usa";"31"
"170558";"las cruces, new mexico, usa";"32"
"170564";"rockford, illinois, usa";"38"
"170567";"orlando, florida, usa";"29"
"170568";"taylorville, illinois, usa";NULL
"170572";"elbridge, new york, usa";"34"
"170575";"bethlehem, pennsylvania, usa";"32"
"170595";"maiden, north carolina, usa";"34"
"170610";"inglis, florida, usa";"47"
"170612";"stuttgart, baden-württemberg, germany";NULL
"170634";"crystal lake, illinois, usa";NULL
"170675";"sugar land, ,";NULL
"170676";"calgary, alberta, canada";NULL
"170691";"south portland, ,";NULL
"170693";"rutland, vermont, usa";NULL
"170695";"milano, lombardia, italy";"23"
"170699";"bellingham, washington, usa";NULL
"170701";"maple falls, ,";NULL
"170702";"lake park, georgia, usa";"56"
"170721";"hamilton, ontario, canada";"33"
"170722";"edmonton, alberta, canada";"23"
"170724";"burbank, california, usa";"43"
"170732";"columbus, ohio, usa";"40"
"170742";"o`fallon, missouri, usa";"41"
"170759";"flora, illinois, usa";NULL
"170762";"lansing, michigan, usa";"60"
"170767";"indpls, indiana, usa";"24"
"170771";"owen sound, ontario, canada";NULL
"170786";"leominster, massachusetts, usa";NULL
"170791";"sacramento, california,";"45"
"170792";"oswego, new york, usa";"38"
"170804";"ocala, florida, usa";NULL
"170805";"poway, california,";NULL
"170807";"columbus, ohio, usa";"1"
"170810";"kitchener, ontario, canada";"40"
"170837";"collierville, tennessee, usa";"33"
"170845";"wappingers falls, new york, usa";NULL
"170850";"bethel, ,";"57"
"170861";"hopkinton, massachusetts, usa";"44"
"170866";"winston-salem, north carolina, usa";NULL
"170869";"san antonio, texas, usa";NULL
"170947";"sheldon, iowa, usa";"35"
"170966";"port mcneill, british columbia, canada";"36"
"170982";"toronto, ontario, canada";"32"
"170997";"westminster, california, usa";"66"
"171003";"escanaba, michigan, usa";NULL
"171005";"orlando, florida, usa";"35"
"171007";"alamogordo, new mexico, usa";"38"
"171011";"pipe creek, texas, usa";"13"
"171015";"new market, tennessee, usa";"41"
"171020";"pasadena, maryland, usa";"57"
"171026";"wadsworth, ohio, usa";NULL
"171031";"meriden, connecticut, usa";"58"
"171045";"foster city, ,";"44"
"171049";"williamsburg, virginia, usa";NULL
"171050";"corydon, indiana, usa";"41"
"171055";"fuquay varina, north carolina, usa";NULL
"171065";"yancey, texas, usa";"32"
"171076";"helena, montana, usa";"29"
"171078";"langley, british columbia, canada";"43"
"171079";"stratton, ontario, canada";NULL
"171082";"vancouver, washington, usa";"36"
"171088";"cambridge, minnesota, usa";NULL
"171090";"apo ae, new york, usa";"38"
"171096";"greenville, south carolina, usa";NULL
"171097";"genoa, illinois, usa";NULL
"171101";"san rafael, california, usa";NULL
"171104";"port moody, british columbia, canada";NULL
"171118";"toronto, ontario, canada";"47"
"171124";"darmstadt, hessen, germany";"33"
"171130";"bloomington, indiana, usa";NULL
"171133";"kensington, maryland, usa";NULL
"171134";"den haag, zuid-holland, netherlands";"46"
"171157";"sedalia, missouri, usa";"32"
"171165";"petaling jaya, selangor, malaysia";"36"
"171169";"bussigny, vaud, switzerland";"52"
"171191";"whately, massachusetts, usa";NULL
"171206";"bamberg, bayern, germany";"29"
"171235";"münchen, bayern, germany";"34"
"171251";"seattle, washington, usa";NULL
"171269";"dunedin, otago, new zealand";"23"
"171271";"london, england, united kingdom";"33"
"171276";"zaragoza, aragón, spain";"28"
"171286";"rome, italy, italy";NULL
"171295";"silver spring, maryland, usa";"27"
"171346";"austin, texas, usa";NULL
"171359";"suisun city, california, usa";NULL
"171382";"concord, california, usa";NULL
"171384";"birmingham, alabama, usa";"28"
"171389";"tampere, pirkanmaa, finland";"26"
"171394";"buffalo, new york, usa";"44"
"171400";"kent, ,";NULL
"171404";"chicago, illinois, usa";NULL
"171422";"victoria, british columbia, canada";"32"
"171435";"silver spring, maryland, usa";NULL
"171436";"new york, new york, usa";"29"
"171441";"austin, texas, usa";"36"
"171444";"carlsbad, california, usa";"36"
"171445";"berkeley, california, usa";"37"
"171475";"mentor, ohio, usa";"44"
"171506";"seattle, washington, usa";"30"
"171519";"casalgrande, re, ,";"26"
"171522";"paris, n/a,";NULL
"171539";"leon, castilla y leon, spain";"23"
"171555";"olympia, washington, usa";NULL
"171569";"rennes, bretagne, france";"29"
"171570";"oakland, california, usa";NULL
"171579";"london, england, united kingdom";"24"
"171594";"alexandria, virginia, usa";"24"
"171602";"bainbridge island, washington, usa";"37"
"171604";"marlton, new jersey, usa";"39"
"171623";"hendersonville, tennessee, usa";NULL
"171638";"trout creek, montana, usa";"50"
"171648";"new liskeard, ontario, canada";"46"
"171680";"san angelo, texas, usa";"36"
"171703";"christchurch, canterbury, new zealand";"41"
"171707";"montreal, quebec, canada";NULL
"171728";"novi, michigan, usa";NULL
"171737";"barcelona, barcelona, spain";"37"
"171750";"ramona, california, usa";NULL
"171758";"cambridge, maryland, usa";"13"
"171765";"ottawa, ontario, canada";"37"
"171770";"ellenton, florida, usa";"52"
"171774";"richmond, virginia, usa";"20"
"171783";"st. charles, missouri, usa";"20"
"171795";"so. chicago heights, illinois, usa";"54"
"171804";"bristow, ,";NULL
"171818";"sacramento, california, usa";"31"
"171840";"westminster, maryland, usa";"18"
"171846";"graz, steiermark, austria";NULL
"171858";"loveland, colorado, usa";NULL
"171859";"mississauga, ontario, canada";NULL
"171869";"berkeley vale, new south wales, australia";"60"
"171872";"chicopee, massachusetts, usa";"60"
"171904";"urduliz, bizkaia, spain";"28"
"171940";"rocky hill, connecticut, usa";"26"
"171942";"jena, thueringen, germany";"42"
"171944";"bakersfield, california, usa";NULL
"171958";"sagamore hills, ohio, usa";"46"
"171959";"frostproof, florida, usa";NULL
"171967";"kyle, texas, usa";NULL
"171968";"irving, texas, usa";"23"
"171970";"elmhurst, illinois, usa";NULL
"171972";"welland, ontario, canada";"19"
"171986";"sandhurst, england, united kingdom";"47"
"171988";"biwer, n/a, luxembourg";"31"
"171999";"sayreville, new jersey, usa";NULL
"172010";"shreveport, louisiana, usa";"21"
"172023";"edinburgh, scotland, united kingdom";NULL
"172030";"rainsville, alabama, usa";"30"
"172036";"san antonio, texas, usa";"14"
"172047";"denver, colorado, usa";NULL
"172048";"manchester, new hampshire, usa";NULL
"172058";"lake mary, florida, usa";"229"
"172061";"portland, oregon, usa";"25"
"172089";"loleta, california, usa";NULL
"172091";"cherry creek, new york, usa";"58"
"172101";"heath, massachusetts, usa";"37"
"172115";"westlake village, california, usa";"23"
"172119";"alexandria, virginia, usa";"28"
"172122";"knotts island, north carolina, usa";"44"
"172123";"st.leonards on sea, east sussex, united kingdom";"67"
"172124";"arlington, texas, usa";NULL
"172128";"raleigh, north carolina, usa";"40"
"172150";"hull, england, united kingdom";"31"
"172167";"nassau bay, texas, usa";NULL
"172180";"bristol, england, united kingdom";"36"
"172186";"crossville, tennessee, usa";"56"
"172192";"ann arbor, michigan, usa";"36"
"172203";"sandy, utah, usa";"45"
"172215";"hythe, alberta, canada";NULL
"172216";"toronto, ontario, canada";NULL
"172233";"deggendorf, bayern, germany";NULL
"172234";"tucson, arizona, usa";"59"
"172245";"mt pleasent, south carolina, usa";"28"
"172248";"mooroolbark, victoria, australia";"35"
"172249";"mooroopna, victoria, australia";"22"
"172293";"n/a, n/a, united kingdom";NULL
"172311";"toronto, ontario, canada";"32"
"172326";"buffalo, new york, usa";"51"
"172331";"salem, oregon, usa";"27"
"172354";"plovdiv, plovdiv, bulgaria";"35"
"172367";"ottawa, ontario, canada";NULL
"172370";"manteca, california, usa";"24"
"172371";"mora, n/a, sweden";NULL
"172374";"san bernardino, california, usa";"20"
"172377";"cleveland, ohio, usa";"28"
"172386";"cordoba, cordoba, argentina";"45"
"172406";"pikeville, north carolina, usa";"29"
"172422";"clemson, south carolina, usa";"27"
"172454";"simi valley, ,";NULL
"172462";"nepean, ontario, canada";"45"
"172486";"youngstown, ,";"26"
"172490";"stillwater, oklahoma, usa";"33"
"172512";"louisville, kentucky, usa";"25"
"172518";"berlin, berlin, germany";"25"
"172533";"burlington, ontario, canada";"13"
"172539";"lakewood, california, usa";NULL
"172558";"chelsea, quebec, canada";"18"
"172588";"fredericton, ,";"42"
"172601";"little falls, new york, usa";"4"
"172613";"pforzheim, baden-wuerttemberg, germany";"39"
"172634";"barcelona, catalunya, spain";"100"
"172636";"new york, new york, usa";"22"
"172664";"paderborn, nordrhein-westfalen, germany";"32"
"172665";"vancouver, british columbia, canada";"40"
"172676";"long beach, california, usa";"29"
"172700";"portland, oregon, usa";"33"
"172708";"onalaska, wisconsin, usa";"31"
"172713";"bronx, new york, usa";NULL
"172723";"toledo, ohio, usa";"40"
"172742";"astoria, oregon, usa";"44"
"172760";"san antonio, texas, usa";"29"
"172772";"roma, lazio, italy";"36"
"172775";"eureka, california, usa";"47"
"172783";"douglasville, georgia, usa";"29"
"172803";"chicago, illinois, usa";"34"
"172816";"scotts valley, california, usa";"29"
"172837";"kuala lumpur, kuala lumpur, malaysia";"16"
"172840";"cleveland, ohio, usa";"71"
"172851";"brighton, sussex, united kingdom";"31"
"172852";"pleasantville, new york, usa";NULL
"172865";"peoria, arizona, usa";"18"
"172874";"kilmarnock, scotland, united kingdom";"26"
"172888";"valence, rhône alpes, france";"57"
"172899";"enfield, england, united kingdom";"35"
"172941";"egmond aan zee, noord-holland, netherlands";"38"
"172944";"victoria, british columbia, canada";NULL
"172952";"seattle, ,";NULL
"172962";"laronge, ,";NULL
"173006";"amsterdam, n/a, netherlands";NULL
"173016";"portland, oregon, usa";"21"
"173018";"christchurch, canterbury, new zealand";NULL
"173027";"simsbury, connecticut, usa";"47"
"173053";"lacey, washington, usa";"12"
"173090";"miami, florida,";NULL
"173109";"rock springs, wyoming, usa";NULL
"173111";"west columbia, south carolina, usa";"36"
